hour_index,timestamp,hour,P_total,Q_total,P_PV_max
47,2025-04-02 23:00:00,23,8.756,3.2077,0.0
48,2025-04-03 00:00:00,0,8.0492,2.5679,0.0
49,2025-04-03 01:00:00,1,7.9005,2.6031,0.0
50,2025-04-03 02:00:00,2,7.7989,2.5922,0.0
51,2025-04-03 03:00:00,3,7.7212,2.707,0.0
52,2025-04-03 04:00:00,4,7.6052,2.5356,0.0
53,2025-04-03 05:00:00,5,8.1024,2.4084,0.0
54,2025-04-03 06:00:00,6,8.3995,2.2841,0.0
55,2025-04-03 07:00:00,7,8.746,2.058,0.2504
56,2025-04-03 08:00:00,8,9.2321,2.5052,1.8214
57,2025-04-03 09:00:00,9,9.2148,2.4072,4.3436
58,2025-04-03 10:00:00,10,9.5088,2.2461,6.5632
59,2025-04-03 11:00:00,11,8.9639,2.0418,9.1796
60,2025-04-03 12:00:00,12,8.8189,1.7905,10.8724
61,2025-04-03 13:00:00,13,8.7746,2.0617,11.2023
62,2025-04-03 14:00:00,14,8.6523,1.9453,10.5081
63,2025-04-03 15:00:00,15,8.8746,2.2439,10.1
64,2025-04-03 16:00:00,16,9.5313,2.7153,8.1468
65,2025-04-03 17:00:00,17,10.0072,3.2611,4.6074
66,2025-04-03 18:00:00,18,10.4574,3.558,2.3165
67,2025-04-03 19:00:00,19,10.5339,3.9025,0.5306
68,2025-04-03 20:00:00,20,10.3098,3.6071,0.0
69,2025-04-03 21:00:00,21,9.9339,3.9249,0.0
70,2025-04-03 22:00:00,22,9.3963,3.2384,0.0
71,2025-04-03 23:00:00,23,8.9608,3.062,0.0
72,2025-04-04 00:00:00,0,7.2522,1.9449,0.0
73,2025-04-04 01:00:00,1,6.8927,2.0061,0.0
74,2025-04-04 02:00:00,2,7.0113,2.2519,0.0
75,2025-04-04 03:00:00,3,6.9081,2.1337,0.0
76,2025-04-04 04:00:00,4,7.1622,2.1316,0.0
77,2025-04-04 05:00:00,5,7.4298,2.0867,0.0
78,2025-04-04 06:00:00,6,7.533,1.8695,0.0
79,2025-04-04 07:00:00,7,7.904,1.6776,0.2108
80,2025-04-04 08:00:00,8,8.2332,1.7081,1.2705
81,2025-04-04 09:00:00,9,8.1611,2.1595,2.8236
82,2025-04-04 10:00:00,10,8.4004,1.5945,5.1707
83,2025-04-04 11:00:00,11,8.2838,1.2834,6.0693
84,2025-04-04 12:00:00,12,8.0224,1.2563,7.3994
85,2025-04-04 13:00:00,13,7.6982,1.0969,7.7962
86,2025-04-04 14:00:00,14,7.6363,1.6112,8.0653
87,2025-04-04 15:00:00,15,8.0372,1.7874,6.7047
88,2025-04-04 16:00:00,16,8.481,2.0485,5.7799
89,2025-04-04 17:00:00,17,9.1099,2.4516,3.6992
90,2025-04-04 18:00:00,18,9.4225,2.9931,1.8088
91,2025-04-04 19:00:00,19,9.391,3.3706,0.4085
92,2025-04-04 20:00:00,20,9.3233,3.3669,0.0
93,2025-04-04 21:00:00,21,8.8361,2.8087,0.0
94,2025-04-04 22:00:00,22,8.6604,2.7649,0.0
95,2025-04-04 23:00:00,23,8.0653,2.449,0.0
96,2025-04-05 00:00:00,0,6.1942,2.3381,0.0
97,2025-04-05 01:00:00,1,6.7248,2.5274,0.0
98,2025-04-05 02:00:00,2,6.5278,2.4275,0.0
99,2025-04-05 03:00:00,3,6.6545,2.4991,0.0
100,2025-04-05 04:00:00,4,6.6166,2.3432,0.0
101,2025-04-05 05:00:00,5,6.9164,2.3229,0.0
102,2025-04-05 06:00:00,6,7.1274,2.4181,0.0
103,2025-04-05 07:00:00,7,7.2409,2.3166,0.0627
104,2025-04-05 08:00:00,8,7.7405,2.1896,0.4379
105,2025-04-05 09:00:00,9,7.6971,2.43,0.9964
106,2025-04-05 10:00:00,10,7.8077,2.2395,1.6995
107,2025-04-05 11:00:00,11,7.569,2.1213,1.895
108,2025-04-05 12:00:00,12,7.3651,2.0808,2.5288
109,2025-04-05 13:00:00,13,7.3461,1.9697,2.7535
110,2025-04-05 14:00:00,14,7.4825,2.4034,2.6855
111,2025-04-05 15:00:00,15,7.5199,2.368,2.04
112,2025-04-05 16:00:00,16,7.6039,2.4253,1.6587
113,2025-04-05 17:00:00,17,8.4841,2.7414,1.2622
114,2025-04-05 18:00:00,18,8.6861,3.1956,0.564
115,2025-04-05 19:00:00,19,8.8062,3.692,0.1252
116,2025-04-05 20:00:00,20,8.7353,3.4794,0.0
117,2025-04-05 21:00:00,21,8.1902,3.2838,0.0
118,2025-04-05 22:00:00,22,7.979,2.9179,0.0
119,2025-04-05 23:00:00,23,7.64,2.7424,0.0
120,2025-04-06 00:00:00,0,7.0175,2.006,0.0
121,2025-04-06 01:00:00,1,7.2535,2.0747,0.0
122,2025-04-06 02:00:00,2,7.333,2.2328,0.0
123,2025-04-06 03:00:00,3,7.1258,2.1079,0.0
124,2025-04-06 04:00:00,4,7.039,2.0237,0.0
125,2025-04-06 05:00:00,5,7.3194,2.0724,0.0
126,2025-04-06 06:00:00,6,7.7159,2.1191,0.0
127,2025-04-06 07:00:00,7,8.0124,1.7296,0.1764
128,2025-04-06 08:00:00,8,8.5371,1.8672,1.2821
129,2025-04-06 09:00:00,9,8.7299,1.7529,2.8909
130,2025-04-06 10:00:00,10,8.7686,1.3008,4.3985
131,2025-04-06 11:00:00,11,8.0372,1.5668,5.937
132,2025-04-06 12:00:00,12,7.9218,1.4387,6.9271
133,2025-04-06 13:00:00,13,7.7697,1.3865,6.9899
134,2025-04-06 14:00:00,14,7.9993,1.8398,7.2222
135,2025-04-06 15:00:00,15,8.3538,1.7709,5.7996
136,2025-04-06 16:00:00,16,8.5882,2.1787,4.8995
137,2025-04-06 17:00:00,17,9.1573,2.7846,3.3857
138,2025-04-06 18:00:00,18,9.535,3.0921,1.594
139,2025-04-06 19:00:00,19,9.6363,3.2061,0.3312
140,2025-04-06 20:00:00,20,9.475,2.936,0.0
141,2025-04-06 21:00:00,21,9.29,3.1521,0.0
142,2025-04-06 22:00:00,22,8.8217,3.0986,0.0
143,2025-04-06 23:00:00,23,8.2004,2.4648,0.0
144,2025-04-07 00:00:00,0,7.3798,2.6946,0.0
145,2025-04-07 01:00:00,1,7.1758,2.779,0.0
146,2025-04-07 02:00:00,2,7.3422,2.8203,0.0
147,2025-04-07 03:00:00,3,7.089,2.6508,0.0
148,2025-04-07 04:00:00,4,7.1509,2.5537,0.0
149,2025-04-07 05:00:00,5,7.3211,2.5664,0.0
150,2025-04-07 06:00:00,6,7.6812,2.7519,0.0
151,2025-04-07 07:00:00,7,8.0818,2.6139,0.1621
152,2025-04-07 08:00:00,8,8.5629,2.7975,1.1885
153,2025-04-07 09:00:00,9,8.7451,2.6047,2.9033
154,2025-04-07 10:00:00,10,8.5861,2.5849,4.4861
155,2025-04-07 11:00:00,11,8.1213,2.2232,6.2852
156,2025-04-07 12:00:00,12,8.0656,2.0687,7.1118
157,2025-04-07 13:00:00,13,7.8051,2.2194,7.4275
158,2025-04-07 14:00:00,14,7.8435,2.3911,6.7375
159,2025-04-07 15:00:00,15,8.1877,2.4104,6.0839
160,2025-04-07 16:00:00,16,8.5243,2.8962,4.6426
161,2025-04-07 17:00:00,17,9.1376,3.2969,3.2489
162,2025-04-07 18:00:00,18,9.2517,3.5888,1.5935
163,2025-04-07 19:00:00,19,9.6586,3.8949,0.3386
164,2025-04-07 20:00:00,20,9.3569,3.7831,0.0
165,2025-04-07 21:00:00,21,9.0827,3.6719,0.0
166,2025-04-07 22:00:00,22,8.7672,3.3693,0.0
167,2025-04-07 23:00:00,23,8.2422,3.1122,0.0
168,2025-04-08 00:00:00,0,7.242,2.5812,0.0
169,2025-04-08 01:00:00,1,7.0617,2.6636,0.0
170,2025-04-08 02:00:00,2,7.2452,2.8153,0.0
171,2025-04-08 03:00:00,3,7.0896,2.8001,0.0
172,2025-04-08 04:00:00,4,7.3366,2.6082,0.0
173,2025-04-08 05:00:00,5,7.5762,2.6653,0.0
174,2025-04-08 06:00:00,6,7.6328,2.8021,0.0
175,2025-04-08 07:00:00,7,7.9945,2.6121,0.1541
176,2025-04-08 08:00:00,8,8.8886,2.8037,1.0214
177,2025-04-08 09:00:00,9,8.7981,2.6328,2.4826
178,2025-04-08 10:00:00,10,8.4137,2.3419,3.7608
179,2025-04-08 11:00:00,11,8.4703,2.5706,5.062
180,2025-04-08 12:00:00,12,8.1214,2.5339,5.7965
181,2025-04-08 13:00:00,13,7.8089,1.951,5.6861
182,2025-04-08 14:00:00,14,8.161,2.4016,5.6794
183,2025-04-08 15:00:00,15,8.4519,2.643,4.9288
184,2025-04-08 16:00:00,16,8.6417,2.6601,3.674
185,2025-04-08 17:00:00,17,9.1101,3.2818,2.6477
186,2025-04-08 18:00:00,18,9.4108,3.7687,1.3386
187,2025-04-08 19:00:00,19,9.6512,3.8059,0.2769
188,2025-04-08 20:00:00,20,9.4924,4.003,0.0
189,2025-04-08 21:00:00,21,9.1784,3.7355,0.0
190,2025-04-08 22:00:00,22,8.5828,3.4175,0.0
191,2025-04-08 23:00:00,23,8.2009,3.2031,0.0
192,2025-04-09 00:00:00,0,7.4834,2.7612,0.0
193,2025-04-09 01:00:00,1,7.3747,2.8949,0.0
194,2025-04-09 02:00:00,2,7.0699,2.6421,0.0
195,2025-04-09 03:00:00,3,7.2119,2.6142,0.0
196,2025-04-09 04:00:00,4,7.2311,2.7815,0.0
197,2025-04-09 05:00:00,5,7.7079,2.7598,0.0
198,2025-04-09 06:00:00,6,8.0051,2.8278,0.0
199,2025-04-09 07:00:00,7,8.2733,2.7703,0.2514
200,2025-04-09 08:00:00,8,8.0461,2.5941,1.7975
201,2025-04-09 09:00:00,9,8.4591,2.5403,4.1086
202,2025-04-09 10:00:00,10,8.3665,2.6013,6.8974
203,2025-04-09 11:00:00,11,8.1318,2.1461,9.0523
204,2025-04-09 12:00:00,12,8.1207,2.1451,9.94
205,2025-04-09 13:00:00,13,7.9179,2.1585,10.6296
206,2025-04-09 14:00:00,14,7.766,2.2755,9.4676
207,2025-04-09 15:00:00,15,8.1589,2.4371,9.002
208,2025-04-09 16:00:00,16,8.6551,2.9461,6.9394
209,2025-04-09 17:00:00,17,8.992,3.3795,4.4076
210,2025-04-09 18:00:00,18,9.4899,3.834,2.3807
211,2025-04-09 19:00:00,19,9.5482,3.9262,0.4518
212,2025-04-09 20:00:00,20,9.6673,3.8797,0.0
213,2025-04-09 21:00:00,21,8.9818,3.6174,0.0
214,2025-04-09 22:00:00,22,8.4695,3.251,0.0
215,2025-04-09 23:00:00,23,7.8566,3.2243,0.0
216,2025-04-10 00:00:00,0,7.7333,2.4914,0.0
217,2025-04-10 01:00:00,1,7.5558,2.302,0.0
218,2025-04-10 02:00:00,2,7.543,2.515,0.0
219,2025-04-10 03:00:00,3,7.2654,2.3819,0.0
220,2025-04-10 04:00:00,4,7.5188,2.4117,0.0
221,2025-04-10 05:00:00,5,7.9319,2.1267,0.0
222,2025-04-10 06:00:00,6,8.3508,2.2267,0.0
223,2025-04-10 07:00:00,7,8.6616,2.3963,0.2491
224,2025-04-10 08:00:00,8,8.9382,2.2738,1.8679
225,2025-04-10 09:00:00,9,9.2399,1.939,4.1104
226,2025-04-10 10:00:00,10,9.1588,2.0491,6.8801
227,2025-04-10 11:00:00,11,8.5083,1.5937,8.3978
228,2025-04-10 12:00:00,12,8.4452,1.7004,9.6348
229,2025-04-10 13:00:00,13,8.3213,1.7653,10.8825
230,2025-04-10 14:00:00,14,8.4049,1.8815,10.907
231,2025-04-10 15:00:00,15,8.6822,2.0337,9.3123
232,2025-04-10 16:00:00,16,9.0849,2.4288,7.7773
233,2025-04-10 17:00:00,17,9.485,2.9459,4.7513
234,2025-04-10 18:00:00,18,10.1215,3.5698,2.6173
235,2025-04-10 19:00:00,19,10.0818,3.593,0.5038
236,2025-04-10 20:00:00,20,9.9814,3.5664,0.0
237,2025-04-10 21:00:00,21,9.5833,3.5232,0.0
238,2025-04-10 22:00:00,22,9.0041,3.0131,0.0
239,2025-04-10 23:00:00,23,8.8216,2.9991,0.0
240,2025-04-11 00:00:00,0,7.3988,2.4337,0.0
241,2025-04-11 01:00:00,1,7.3459,2.6442,0.0
242,2025-04-11 02:00:00,2,7.1094,2.2691,0.0
243,2025-04-11 03:00:00,3,7.1282,2.4787,0.0
244,2025-04-11 04:00:00,4,7.2188,2.3879,0.0
245,2025-04-11 05:00:00,5,7.3841,2.3188,0.0
246,2025-04-11 06:00:00,6,7.8904,2.5593,0.0
247,2025-04-11 07:00:00,7,8.3878,2.5471,0.1925
248,2025-04-11 08:00:00,8,8.575,2.5546,1.4888
249,2025-04-11 09:00:00,9,8.673,2.3876,3.3188
250,2025-04-11 10:00:00,10,8.3621,2.0522,5.0963
251,2025-04-11 11:00:00,11,8.4817,1.9775,6.8316
252,2025-04-11 12:00:00,12,8.2201,2.0156,7.8167
253,2025-04-11 13:00:00,13,7.7515,1.9457,8.1312
254,2025-04-11 14:00:00,14,7.9584,2.2527,7.9337
255,2025-04-11 15:00:00,15,8.2488,1.9633,6.9684
256,2025-04-11 16:00:00,16,8.6066,2.6608,5.4996
257,2025-04-11 17:00:00,17,9.1906,3.1212,3.3894
258,2025-04-11 18:00:00,18,9.5219,3.1708,1.6025
259,2025-04-11 19:00:00,19,9.7586,3.6252,0.3845
260,2025-04-11 20:00:00,20,9.6753,3.6259,0.0
261,2025-04-11 21:00:00,21,9.1233,3.6191,0.0
262,2025-04-11 22:00:00,22,8.9404,3.1711,0.0
263,2025-04-11 23:00:00,23,8.142,2.8354,0.0
264,2025-04-12 00:00:00,0,6.7372,1.8706,0.0
265,2025-04-12 01:00:00,1,6.6737,2.0238,0.0
266,2025-04-12 02:00:00,2,6.7352,2.2133,0.0
267,2025-04-12 03:00:00,3,6.5265,2.0647,0.0
268,2025-04-12 04:00:00,4,7.1043,1.8196,0.0
269,2025-04-12 05:00:00,5,6.7685,1.8498,0.0
270,2025-04-12 06:00:00,6,7.1943,1.8879,0.0
271,2025-04-12 07:00:00,7,7.6605,1.7431,0.0643
272,2025-04-12 08:00:00,8,7.9367,1.51,0.4636
273,2025-04-12 09:00:00,9,8.2401,1.7373,0.9358
274,2025-04-12 10:00:00,10,7.9282,1.4728,1.5221
275,2025-04-12 11:00:00,11,7.6421,1.539,2.2005
276,2025-04-12 12:00:00,12,7.6669,1.3603,2.51
277,2025-04-12 13:00:00,13,7.3723,1.6335,2.5739
278,2025-04-12 14:00:00,14,7.8384,1.7037,2.6517
279,2025-04-12 15:00:00,15,7.8813,1.7613,2.4178
280,2025-04-12 16:00:00,16,8.0801,1.9183,1.7018
281,2025-04-12 17:00:00,17,8.7116,2.7647,1.1192
282,2025-04-12 18:00:00,18,8.5207,2.5875,0.5265
283,2025-04-12 19:00:00,19,8.7554,2.9993,0.1223
284,2025-04-12 20:00:00,20,8.8763,3.3611,0.0
285,2025-04-12 21:00:00,21,8.3807,2.7102,0.0
286,2025-04-12 22:00:00,22,8.1972,2.6271,0.0
287,2025-04-12 23:00:00,23,7.4955,2.2396,0.0
288,2025-04-13 00:00:00,0,6.5358,2.2687,0.0
289,2025-04-13 01:00:00,1,6.688,2.3585,0.0
290,2025-04-13 02:00:00,2,6.6278,2.41,0.0
291,2025-04-13 03:00:00,3,6.608,2.3647,0.0
292,2025-04-13 04:00:00,4,6.5264,2.2428,0.0
293,2025-04-13 05:00:00,5,6.5719,2.1964,0.0
294,2025-04-13 06:00:00,6,7.0891,2.4173,0.0
295,2025-04-13 07:00:00,7,7.513,2.0505,0.1055
296,2025-04-13 08:00:00,8,7.9129,2.4008,0.7875
297,2025-04-13 09:00:00,9,7.9608,2.2379,1.6767
298,2025-04-13 10:00:00,10,7.8562,1.8855,3.0081
299,2025-04-13 11:00:00,11,7.7053,2.0144,3.8304
300,2025-04-13 12:00:00,12,7.4193,1.931,4.2538
301,2025-04-13 13:00:00,13,7.4734,1.8556,4.4127
302,2025-04-13 14:00:00,14,7.4323,2.1225,4.2593
303,2025-04-13 15:00:00,15,7.478,2.1869,3.5819
304,2025-04-13 16:00:00,16,7.8603,2.2729,2.6594
305,2025-04-13 17:00:00,17,8.5061,2.9578,1.9976
306,2025-04-13 18:00:00,18,8.5945,3.0319,1.025
307,2025-04-13 19:00:00,19,8.9338,3.4166,0.2237
308,2025-04-13 20:00:00,20,8.7271,3.4236,0.0
309,2025-04-13 21:00:00,21,8.51,3.3543,0.0
310,2025-04-13 22:00:00,22,7.8999,2.779,0.0
311,2025-04-13 23:00:00,23,7.6245,2.7708,0.0
312,2025-04-14 00:00:00,0,8.0181,2.5471,0.0
313,2025-04-14 01:00:00,1,7.888,2.4688,0.0
314,2025-04-14 02:00:00,2,7.5628,2.4422,0.0
315,2025-04-14 03:00:00,3,7.7239,2.6392,0.0
316,2025-04-14 04:00:00,4,7.9215,2.4186,0.0
317,2025-04-14 05:00:00,5,8.171,2.476,0.0
318,2025-04-14 06:00:00,6,8.5325,2.5859,0.0
319,2025-04-14 07:00:00,7,8.7871,2.3043,0.0695
320,2025-04-14 08:00:00,8,8.9661,2.4066,0.4438
321,2025-04-14 09:00:00,9,9.2812,2.1533,1.0399
322,2025-04-14 10:00:00,10,9.2602,2.3601,1.7183
323,2025-04-14 11:00:00,11,9.0891,1.9857,2.0994
324,2025-04-14 12:00:00,12,8.915,1.904,2.5387
325,2025-04-14 13:00:00,13,8.8749,1.6342,2.5956
326,2025-04-14 14:00:00,14,8.9373,2.1129,2.6623
327,2025-04-14 15:00:00,15,9.0287,2.223,2.2464
328,2025-04-14 16:00:00,16,9.5235,2.6979,1.5254
329,2025-04-14 17:00:00,17,10.1197,3.3487,1.1691
330,2025-04-14 18:00:00,18,10.5764,3.4933,0.5342
331,2025-04-14 19:00:00,19,10.6156,3.8243,0.1191
332,2025-04-14 20:00:00,20,10.4242,3.8612,0.0
333,2025-04-14 21:00:00,21,10.0207,3.7441,0.0
334,2025-04-14 22:00:00,22,9.5878,3.4318,0.0
335,2025-04-14 23:00:00,23,8.9106,2.9595,0.0
336,2025-04-15 00:00:00,0,7.8343,2.8811,0.0
337,2025-04-15 01:00:00,1,7.8504,2.9571,0.0
338,2025-04-15 02:00:00,2,7.9197,3.1111,0.0
339,2025-04-15 03:00:00,3,7.7678,3.033,0.0
340,2025-04-15 04:00:00,4,7.5094,2.9357,0.0
341,2025-04-15 05:00:00,5,8.0488,3.0473,0.0
342,2025-04-15 06:00:00,6,8.3972,2.9868,0.0
343,2025-04-15 07:00:00,7,8.974,3.1714,0.0563
344,2025-04-15 08:00:00,8,9.2243,2.834,0.4634
345,2025-04-15 09:00:00,9,9.2407,3.1098,0.9751
346,2025-04-15 10:00:00,10,9.2971,2.8988,1.4152
347,2025-04-15 11:00:00,11,8.9313,2.7037,2.2105
348,2025-04-15 12:00:00,12,8.6301,2.5531,2.5369
349,2025-04-15 13:00:00,13,8.5511,2.5153,2.8082
350,2025-04-15 14:00:00,14,8.9138,2.7249,2.645
351,2025-04-15 15:00:00,15,8.8436,2.9611,2.1058
352,2025-04-15 16:00:00,16,9.7165,3.3464,1.6561
353,2025-04-15 17:00:00,17,10.1353,3.6316,1.1378
354,2025-04-15 18:00:00,18,10.2497,3.9641,0.5671
355,2025-04-15 19:00:00,19,10.3003,4.2506,0.1176
356,2025-04-15 20:00:00,20,10.3103,4.5504,0.0
357,2025-04-15 21:00:00,21,9.8876,4.1872,0.0
358,2025-04-15 22:00:00,22,9.663,4.1488,0.0
359,2025-04-15 23:00:00,23,8.917,3.5749,0.0
360,2025-04-16 00:00:00,0,7.9709,2.9121,0.0
361,2025-04-16 01:00:00,1,7.807,2.8441,0.0
362,2025-04-16 02:00:00,2,7.3931,2.8419,0.0
363,2025-04-16 03:00:00,3,7.7419,2.8313,0.0
364,2025-04-16 04:00:00,4,7.7353,2.6413,0.0
365,2025-04-16 05:00:00,5,7.7676,2.6238,0.0
366,2025-04-16 06:00:00,6,8.3121,2.7412,0.0
367,2025-04-16 07:00:00,7,8.7702,2.6668,0.063
368,2025-04-16 08:00:00,8,9.2,2.6751,0.4858
369,2025-04-16 09:00:00,9,9.246,2.5095,1.0044
370,2025-04-16 10:00:00,10,9.154,2.639,1.654
371,2025-04-16 11:00:00,11,8.942,2.3959,2.0438
372,2025-04-16 12:00:00,12,8.5911,2.4533,2.5629
373,2025-04-16 13:00:00,13,8.4444,2.5398,2.5499
374,2025-04-16 14:00:00,14,8.5233,2.7022,2.4318
375,2025-04-16 15:00:00,15,9.1161,2.7006,2.2332
376,2025-04-16 16:00:00,16,9.246,2.8348,1.7314
377,2025-04-16 17:00:00,17,9.8746,3.5054,1.0666
378,2025-04-16 18:00:00,18,10.1911,3.845,0.5691
379,2025-04-16 19:00:00,19,10.1418,3.8924,0.1231
380,2025-04-16 20:00:00,20,10.2038,4.0094,0.0
381,2025-04-16 21:00:00,21,9.8725,3.8578,0.0
382,2025-04-16 22:00:00,22,9.1633,3.6414,0.0
383,2025-04-16 23:00:00,23,8.5922,3.0215,0.0
384,2025-04-17 00:00:00,0,8.086,3.0686,0.0
385,2025-04-17 01:00:00,1,8.2852,3.0643,0.0
386,2025-04-17 02:00:00,2,8.1729,3.0728,0.0
387,2025-04-17 03:00:00,3,8.2518,3.1783,0.0
388,2025-04-17 04:00:00,4,8.3866,3.0535,0.0
389,2025-04-17 05:00:00,5,8.5012,3.0767,0.0
390,2025-04-17 06:00:00,6,8.9092,3.0844,0.0
391,2025-04-17 07:00:00,7,9.2463,3.1373,0.0568
392,2025-04-17 08:00:00,8,9.5064,3.0364,0.4603
393,2025-04-17 09:00:00,9,10.2278,3.0472,1.0443
394,2025-04-17 10:00:00,10,9.7392,3.1292,1.6085
395,2025-04-17 11:00:00,11,9.5931,2.4805,2.2431
396,2025-04-17 12:00:00,12,9.123,2.653,2.5549
397,2025-04-17 13:00:00,13,9.1538,2.5918,2.7079
398,2025-04-17 14:00:00,14,9.0199,2.9574,2.5312
399,2025-04-17 15:00:00,15,9.4281,3.0107,2.2875
400,2025-04-17 16:00:00,16,9.8879,3.4707,1.7442
401,2025-04-17 17:00:00,17,10.4606,3.7002,1.1632
402,2025-04-17 18:00:00,18,10.799,4.2827,0.5145
403,2025-04-17 19:00:00,19,10.8632,4.441,0.1122
404,2025-04-17 20:00:00,20,10.5781,4.4446,0.0
405,2025-04-17 21:00:00,21,10.2175,4.2935,0.0
406,2025-04-17 22:00:00,22,9.8469,4.0455,0.0
407,2025-04-17 23:00:00,23,9.2096,3.7664,0.0
408,2025-04-18 00:00:00,0,9.2073,2.9392,0.0
409,2025-04-18 01:00:00,1,8.8168,3.2606,0.0
410,2025-04-18 02:00:00,2,8.9855,3.2029,0.0
411,2025-04-18 03:00:00,3,8.8966,3.0237,0.0
412,2025-04-18 04:00:00,4,9.0639,3.1964,0.0
413,2025-04-18 05:00:00,5,9.2966,3.1214,0.0
414,2025-04-18 06:00:00,6,9.7852,2.9986,0.0
415,2025-04-18 07:00:00,7,10.1887,2.7249,0.0625
416,2025-04-18 08:00:00,8,10.4912,2.6956,0.4479
417,2025-04-18 09:00:00,9,10.7957,2.5973,0.9958
418,2025-04-18 10:00:00,10,10.5813,2.9351,1.5422
419,2025-04-18 11:00:00,11,10.4909,2.4732,2.0349
420,2025-04-18 12:00:00,12,9.7451,2.6473,2.3878
421,2025-04-18 13:00:00,13,9.5831,2.3002,2.4745
422,2025-04-18 14:00:00,14,9.9576,2.4396,2.7643
423,2025-04-18 15:00:00,15,10.1614,2.9447,2.1374
424,2025-04-18 16:00:00,16,10.9658,3.454,1.6567
425,2025-04-18 17:00:00,17,11.1813,3.6024,1.0675
426,2025-04-18 18:00:00,18,11.4737,3.9969,0.5529
427,2025-04-18 19:00:00,19,11.8579,4.3979,0.1184
428,2025-04-18 20:00:00,20,11.8959,4.6735,0.0
429,2025-04-18 21:00:00,21,11.0431,4.1212,0.0
430,2025-04-18 22:00:00,22,10.6478,3.864,0.0
431,2025-04-18 23:00:00,23,10.1947,3.4902,0.0
432,2025-04-19 00:00:00,0,7.7757,2.7534,0.0
433,2025-04-19 01:00:00,1,7.81,2.7969,0.0
434,2025-04-19 02:00:00,2,7.6146,2.8327,0.0
435,2025-04-19 03:00:00,3,7.7494,2.7757,0.0
436,2025-04-19 04:00:00,4,7.757,2.8027,0.0
437,2025-04-19 05:00:00,5,7.9948,2.8679,0.0
438,2025-04-19 06:00:00,6,8.234,2.7523,0.0
439,2025-04-19 07:00:00,7,8.6331,2.501,0.0673
440,2025-04-19 08:00:00,8,8.9321,2.3939,0.4385
441,2025-04-19 09:00:00,9,9.2196,2.715,1.002
442,2025-04-19 10:00:00,10,9.0599,2.3675,1.6304
443,2025-04-19 11:00:00,11,8.899,2.4136,2.1473
444,2025-04-19 12:00:00,12,8.4895,2.016,2.5849
