hour_index,timestamp,hour,P_total,Q_total,P_PV_max
110,2025-03-05 14:00:00,14,7.6025,1.6785,7.2487
111,2025-03-05 15:00:00,15,7.4582,1.9613,4.9652
112,2025-03-05 16:00:00,16,7.4679,2.2701,3.6256
113,2025-03-05 17:00:00,17,7.8605,2.5599,1.5448
114,2025-03-05 18:00:00,18,8.4438,3.0608,0.2284
115,2025-03-05 19:00:00,19,8.7093,3.4475,0.0
116,2025-03-05 20:00:00,20,8.8891,3.8049,0.0
117,2025-03-05 21:00:00,21,9.4557,3.7134,0.0
118,2025-03-05 22:00:00,22,9.4964,3.7587,0.0
119,2025-03-05 23:00:00,23,9.346,3.387,0.0
120,2025-03-06 00:00:00,0,7.0995,2.6904,0.0
121,2025-03-06 01:00:00,1,7.529,2.9711,0.0
122,2025-03-06 02:00:00,2,7.149,2.9286,0.0
123,2025-03-06 03:00:00,3,7.5791,3.0398,0.0
124,2025-03-06 04:00:00,4,7.5518,3.0143,0.0
125,2025-03-06 05:00:00,5,7.5383,2.93,0.0
126,2025-03-06 06:00:00,6,7.9638,3.0047,0.0
127,2025-03-06 07:00:00,7,7.8048,2.766,0.0
128,2025-03-06 08:00:00,8,7.7733,2.9,0.5022
129,2025-03-06 09:00:00,9,7.8417,2.5699,1.5836
130,2025-03-06 10:00:00,10,7.8043,2.4941,2.8469
131,2025-03-06 11:00:00,11,7.4746,2.1104,3.8635
132,2025-03-06 12:00:00,12,7.1729,1.9991,4.5984
133,2025-03-06 13:00:00,13,7.1172,2.169,4.6697
134,2025-03-06 14:00:00,14,7.0309,2.2078,3.7219
135,2025-03-06 15:00:00,15,7.1929,2.3449,3.3925
136,2025-03-06 16:00:00,16,7.1611,2.4523,2.1457
137,2025-03-06 17:00:00,17,7.3953,2.8496,0.8666
138,2025-03-06 18:00:00,18,8.0186,3.4722,0.1208
139,2025-03-06 19:00:00,19,8.1589,3.6042,0.0
140,2025-03-06 20:00:00,20,8.3731,3.7668,0.0
141,2025-03-06 21:00:00,21,8.8288,4.1922,0.0
142,2025-03-06 22:00:00,22,8.6595,3.9224,0.0
143,2025-03-06 23:00:00,23,8.8206,3.6936,0.0
144,2025-03-07 00:00:00,0,7.2191,2.2508,0.0
145,2025-03-07 01:00:00,1,7.4268,2.3991,0.0
146,2025-03-07 02:00:00,2,7.0825,2.7058,0.0
147,2025-03-07 03:00:00,3,7.2401,2.6376,0.0
148,2025-03-07 04:00:00,4,7.4719,2.5673,0.0
149,2025-03-07 05:00:00,5,7.6056,2.0739,0.0
150,2025-03-07 06:00:00,6,7.4353,2.2345,0.0
151,2025-03-07 07:00:00,7,7.7122,1.9713,0.0
152,2025-03-07 08:00:00,8,7.7215,2.2029,0.5658
153,2025-03-07 09:00:00,9,7.853,2.1262,1.5874
154,2025-03-07 10:00:00,10,7.7213,1.6944,2.653
155,2025-03-07 11:00:00,11,7.8546,1.7758,3.9348
156,2025-03-07 12:00:00,12,7.2038,1.7128,4.4085
157,2025-03-07 13:00:00,13,7.0966,1.6296,4.4171
158,2025-03-07 14:00:00,14,6.9752,1.6738,3.8978
159,2025-03-07 15:00:00,15,6.9713,1.7089,3.1509
160,2025-03-07 16:00:00,16,6.9537,1.9046,1.9803
161,2025-03-07 17:00:00,17,7.2182,2.4183,0.874
162,2025-03-07 18:00:00,18,7.4976,2.6725,0.1353
163,2025-03-07 19:00:00,19,8.0176,3.0325,0.0
164,2025-03-07 20:00:00,20,8.6199,3.3218,0.0
165,2025-03-07 21:00:00,21,8.8426,3.7208,0.0
166,2025-03-07 22:00:00,22,8.7173,3.208,0.0
167,2025-03-07 23:00:00,23,8.8727,3.2057,0.0
168,2025-03-08 00:00:00,0,7.0413,2.7281,0.0
169,2025-03-08 01:00:00,1,7.1136,3.0088,0.0
170,2025-03-08 02:00:00,2,7.2729,3.0698,0.0
171,2025-03-08 03:00:00,3,7.3402,3.0014,0.0
172,2025-03-08 04:00:00,4,7.4097,3.1179,0.0
173,2025-03-08 05:00:00,5,7.7085,3.0515,0.0
174,2025-03-08 06:00:00,6,7.3108,2.8306,0.0
175,2025-03-08 07:00:00,7,7.6846,2.7304,0.0
176,2025-03-08 08:00:00,8,7.8629,2.7961,0.2866
177,2025-03-08 09:00:00,9,7.7535,2.7711,0.8321
178,2025-03-08 10:00:00,10,7.9211,2.8088,1.458
179,2025-03-08 11:00:00,11,7.4561,2.5445,2.1008
180,2025-03-08 12:00:00,12,7.2648,2.475,2.4176
181,2025-03-08 13:00:00,13,6.9304,2.3432,2.4039
182,2025-03-08 14:00:00,14,6.8877,2.6862,2.1308
183,2025-03-08 15:00:00,15,6.882,2.5971,1.7236
184,2025-03-08 16:00:00,16,6.9694,2.7184,1.0351
185,2025-03-08 17:00:00,17,6.9479,2.9434,0.4954
186,2025-03-08 18:00:00,18,7.4655,3.3165,0.0694
187,2025-03-08 19:00:00,19,8.0687,3.8645,0.0
188,2025-03-08 20:00:00,20,8.4808,3.9713,0.0
189,2025-03-08 21:00:00,21,8.8835,4.1456,0.0
190,2025-03-08 22:00:00,22,8.8519,4.1504,0.0
191,2025-03-08 23:00:00,23,8.6872,3.9621,0.0
192,2025-03-09 00:00:00,0,6.8155,2.9319,0.0
193,2025-03-09 01:00:00,1,6.7953,2.9942,0.0
194,2025-03-09 02:00:00,2,7.0146,3.0022,0.0
195,2025-03-09 03:00:00,3,6.7216,2.8519,0.0
196,2025-03-09 04:00:00,4,7.0985,2.9872,0.0
197,2025-03-09 05:00:00,5,7.1582,3.0567,0.0
198,2025-03-09 06:00:00,6,7.2922,3.0583,0.0
199,2025-03-09 07:00:00,7,7.3355,2.9605,0.0
200,2025-03-09 08:00:00,8,7.3254,2.7132,0.3025
201,2025-03-09 09:00:00,9,7.4183,2.7163,0.9231
202,2025-03-09 10:00:00,10,7.2153,2.7858,1.5706
203,2025-03-09 11:00:00,11,7.0183,2.4413,2.0131
204,2025-03-09 12:00:00,12,7.0405,2.4634,2.3263
205,2025-03-09 13:00:00,13,6.4411,2.4616,2.2851
206,2025-03-09 14:00:00,14,6.5184,2.4237,2.1365
207,2025-03-09 15:00:00,15,6.4348,2.5524,1.723
208,2025-03-09 16:00:00,16,6.6241,2.6239,1.0653
209,2025-03-09 17:00:00,17,6.7445,2.965,0.4909
210,2025-03-09 18:00:00,18,7.7098,3.5355,0.0711
211,2025-03-09 19:00:00,19,7.5856,3.5874,0.0
212,2025-03-09 20:00:00,20,8.0404,3.8884,0.0
213,2025-03-09 21:00:00,21,8.144,4.0112,0.0
214,2025-03-09 22:00:00,22,8.4014,3.9766,0.0
215,2025-03-09 23:00:00,23,8.2317,3.8897,0.0
216,2025-03-10 00:00:00,0,7.7372,2.6384,0.0
217,2025-03-10 01:00:00,1,7.706,2.7754,0.0
218,2025-03-10 02:00:00,2,7.5975,2.7336,0.0
219,2025-03-10 03:00:00,3,8.035,2.9296,0.0
220,2025-03-10 04:00:00,4,7.8904,2.3827,0.0
221,2025-03-10 05:00:00,5,8.0374,2.3673,0.0
222,2025-03-10 06:00:00,6,8.2364,2.4468,0.0
223,2025-03-10 07:00:00,7,8.5968,2.1879,0.0
224,2025-03-10 08:00:00,8,8.3051,2.3127,0.2888
225,2025-03-10 09:00:00,9,8.2844,2.0465,0.8927
226,2025-03-10 10:00:00,10,8.1413,2.0449,1.464
227,2025-03-10 11:00:00,11,8.1198,2.0109,1.902
228,2025-03-10 12:00:00,12,7.9136,1.6128,2.2439
229,2025-03-10 13:00:00,13,7.61,1.6918,2.5465
230,2025-03-10 14:00:00,14,7.4786,1.9068,2.095
231,2025-03-10 15:00:00,15,7.5224,2.0979,1.6711
232,2025-03-10 16:00:00,16,7.614,2.3503,1.2304
233,2025-03-10 17:00:00,17,7.9422,2.6822,0.4892
234,2025-03-10 18:00:00,18,7.8662,3.0125,0.0681
235,2025-03-10 19:00:00,19,8.6721,3.5985,0.0
236,2025-03-10 20:00:00,20,9.2078,3.8621,0.0
237,2025-03-10 21:00:00,21,9.4098,3.6264,0.0
238,2025-03-10 22:00:00,22,9.3883,3.5883,0.0
239,2025-03-10 23:00:00,23,9.307,3.5101,0.0
240,2025-03-11 00:00:00,0,8.4491,3.5404,0.0
241,2025-03-11 01:00:00,1,8.5839,3.5865,0.0
242,2025-03-11 02:00:00,2,8.7108,3.6754,0.0
243,2025-03-11 03:00:00,3,8.8462,3.8955,0.0
244,2025-03-11 04:00:00,4,8.9986,4.0134,0.0
245,2025-03-11 05:00:00,5,8.9614,3.5219,0.0
246,2025-03-11 06:00:00,6,9.2374,3.6413,0.0
247,2025-03-11 07:00:00,7,9.2159,3.4994,0.0
248,2025-03-11 08:00:00,8,9.3413,3.6274,0.5568
249,2025-03-11 09:00:00,9,9.1931,3.0836,1.7101
250,2025-03-11 10:00:00,10,9.1323,3.0971,2.5502
251,2025-03-11 11:00:00,11,8.7401,3.0339,4.2077
252,2025-03-11 12:00:00,12,8.5587,2.9642,4.7748
253,2025-03-11 13:00:00,13,8.2516,2.659,4.6233
254,2025-03-11 14:00:00,14,8.2565,2.8584,3.9804
255,2025-03-11 15:00:00,15,8.1344,3.2264,3.2445
256,2025-03-11 16:00:00,16,8.351,3.2748,2.1271
257,2025-03-11 17:00:00,17,8.6637,3.8029,1.0026
258,2025-03-11 18:00:00,18,8.9339,4.1257,0.1289
259,2025-03-11 19:00:00,19,9.4405,4.3199,0.0
260,2025-03-11 20:00:00,20,10.0693,4.8415,0.0
261,2025-03-11 21:00:00,21,10.2633,4.9412,0.0
262,2025-03-11 22:00:00,22,10.664,5.0441,0.0
263,2025-03-11 23:00:00,23,10.029,4.8289,0.0
264,2025-03-12 00:00:00,0,8.4162,3.1331,0.0
265,2025-03-12 01:00:00,1,8.7478,3.0278,0.0
266,2025-03-12 02:00:00,2,8.5229,3.1151,0.0
267,2025-03-12 03:00:00,3,8.8755,3.2059,0.0
268,2025-03-12 04:00:00,4,8.9146,3.0588,0.0
269,2025-03-12 05:00:00,5,9.1404,3.1451,0.0
270,2025-03-12 06:00:00,6,9.0067,3.1503,0.0
271,2025-03-12 07:00:00,7,9.317,2.9905,0.0
272,2025-03-12 08:00:00,8,9.3905,2.922,0.6632
273,2025-03-12 09:00:00,9,9.4863,2.6969,2.0313
274,2025-03-12 10:00:00,10,9.2025,2.6314,3.135
275,2025-03-12 11:00:00,11,8.9937,2.3541,4.5326
276,2025-03-12 12:00:00,12,8.5706,2.013,5.2395
277,2025-03-12 13:00:00,13,8.3946,2.3132,4.8872
278,2025-03-12 14:00:00,14,8.4637,2.3748,4.4774
279,2025-03-12 15:00:00,15,8.1869,2.6324,3.4925
280,2025-03-12 16:00:00,16,8.5756,2.85,2.5177
281,2025-03-12 17:00:00,17,8.6342,2.8781,1.0457
282,2025-03-12 18:00:00,18,9.1836,3.6283,0.14
283,2025-03-12 19:00:00,19,9.4316,3.8475,0.0
284,2025-03-12 20:00:00,20,10.1638,4.3944,0.0
285,2025-03-12 21:00:00,21,10.3424,4.669,0.0
286,2025-03-12 22:00:00,22,10.4337,4.3115,0.0
287,2025-03-12 23:00:00,23,10.4276,4.0823,0.0
288,2025-03-13 00:00:00,0,9.0848,3.5812,0.0
289,2025-03-13 01:00:00,1,9.2781,3.8057,0.0
290,2025-03-13 02:00:00,2,9.1643,3.7141,0.0
291,2025-03-13 03:00:00,3,9.2447,3.8095,0.0
292,2025-03-13 04:00:00,4,9.5404,3.8344,0.0
293,2025-03-13 05:00:00,5,9.3905,3.7649,0.0
294,2025-03-13 06:00:00,6,9.6542,3.6714,0.0
295,2025-03-13 07:00:00,7,9.8396,3.5788,0.0
296,2025-03-13 08:00:00,8,9.8328,3.3806,0.6446
297,2025-03-13 09:00:00,9,9.837,3.2795,1.842
298,2025-03-13 10:00:00,10,9.8118,3.0972,3.0013
299,2025-03-13 11:00:00,11,9.7864,3.301,4.3576
300,2025-03-13 12:00:00,12,9.0662,3.0067,4.7613
301,2025-03-13 13:00:00,13,8.7846,2.8569,5.2758
302,2025-03-13 14:00:00,14,9.024,2.7741,4.6932
303,2025-03-13 15:00:00,15,8.6977,2.8791,3.7783
304,2025-03-13 16:00:00,16,9.0352,3.2742,2.5094
305,2025-03-13 17:00:00,17,9.334,3.8802,1.087
306,2025-03-13 18:00:00,18,9.8228,4.1051,0.1518
307,2025-03-13 19:00:00,19,10.3228,4.5948,0.0
308,2025-03-13 20:00:00,20,10.5428,5.0964,0.0
309,2025-03-13 21:00:00,21,10.9986,5.2922,0.0
310,2025-03-13 22:00:00,22,11.0071,5.129,0.0
311,2025-03-13 23:00:00,23,10.9292,4.8002,0.0
312,2025-03-14 00:00:00,0,9.2788,3.9659,0.0
313,2025-03-14 01:00:00,1,8.7982,3.6485,0.0
314,2025-03-14 02:00:00,2,9.0778,3.9272,0.0
315,2025-03-14 03:00:00,3,9.308,3.7064,0.0
316,2025-03-14 04:00:00,4,9.6115,3.974,0.0
317,2025-03-14 05:00:00,5,9.8827,4.1373,0.0
318,2025-03-14 06:00:00,6,9.6896,3.9185,0.0
319,2025-03-14 07:00:00,7,9.8177,3.6281,0.0
320,2025-03-14 08:00:00,8,9.9748,3.7303,0.3079
321,2025-03-14 09:00:00,9,9.8116,3.6597,0.8887
322,2025-03-14 10:00:00,10,9.6373,3.183,1.5604
323,2025-03-14 11:00:00,11,9.5237,3.2537,2.1695
324,2025-03-14 12:00:00,12,9.2778,3.1264,2.4712
325,2025-03-14 13:00:00,13,8.8668,3.0393,2.2815
326,2025-03-14 14:00:00,14,8.8562,3.17,2.3468
327,2025-03-14 15:00:00,15,8.8497,3.1963,1.867
328,2025-03-14 16:00:00,16,8.993,3.5259,1.1843
329,2025-03-14 17:00:00,17,9.1666,3.7826,0.5114
330,2025-03-14 18:00:00,18,9.9095,4.45,0.0757
331,2025-03-14 19:00:00,19,10.2718,4.9204,0.0
332,2025-03-14 20:00:00,20,10.9074,5.1973,0.0
333,2025-03-14 21:00:00,21,11.0099,5.2182,0.0
334,2025-03-14 22:00:00,22,10.944,4.8544,0.0
335,2025-03-14 23:00:00,23,10.9531,5.0884,0.0
336,2025-03-15 00:00:00,0,8.0062,3.2031,0.0
337,2025-03-15 01:00:00,1,8.0979,3.1215,0.0
338,2025-03-15 02:00:00,2,7.9717,3.2759,0.0
339,2025-03-15 03:00:00,3,8.0934,3.3798,0.0
340,2025-03-15 04:00:00,4,8.1745,3.47,0.0
341,2025-03-15 05:00:00,5,8.5578,3.4793,0.0
342,2025-03-15 06:00:00,6,8.7934,3.345,0.0
343,2025-03-15 07:00:00,7,8.5801,3.0503,0.0
344,2025-03-15 08:00:00,8,8.73,3.052,0.54
345,2025-03-15 09:00:00,9,8.7724,3.0534,1.6057
346,2025-03-15 10:00:00,10,8.6405,2.681,2.5171
347,2025-03-15 11:00:00,11,8.544,2.8608,3.214
348,2025-03-15 12:00:00,12,7.9934,2.4866,4.0194
349,2025-03-15 13:00:00,13,8.0081,2.4301,4.2452
350,2025-03-15 14:00:00,14,7.7337,2.5409,3.7025
351,2025-03-15 15:00:00,15,7.8953,2.7486,2.8185
352,2025-03-15 16:00:00,16,7.7768,3.0853,2.0226
353,2025-03-15 17:00:00,17,8.1776,3.2997,0.8751
354,2025-03-15 18:00:00,18,8.5891,3.54,0.1255
355,2025-03-15 19:00:00,19,9.2977,4.1843,0.0
356,2025-03-15 20:00:00,20,9.6265,4.4291,0.0
357,2025-03-15 21:00:00,21,9.8765,4.5236,0.0
358,2025-03-15 22:00:00,22,9.804,4.4192,0.0
359,2025-03-15 23:00:00,23,9.807,4.478,0.0
360,2025-03-16 00:00:00,0,7.968,2.9099,0.0
361,2025-03-16 01:00:00,1,7.9141,3.3034,0.0
362,2025-03-16 02:00:00,2,8.1754,3.3074,0.0
363,2025-03-16 03:00:00,3,8.2217,3.2439,0.0
364,2025-03-16 04:00:00,4,8.5344,3.1685,0.0
365,2025-03-16 05:00:00,5,8.3493,3.0699,0.0
366,2025-03-16 06:00:00,6,8.3198,2.8207,0.0
367,2025-03-16 07:00:00,7,8.6917,2.8075,0.0
368,2025-03-16 08:00:00,8,8.4457,2.8192,0.4372
369,2025-03-16 09:00:00,9,8.8623,2.4955,1.3045
370,2025-03-16 10:00:00,10,8.4927,2.5167,2.1958
371,2025-03-16 11:00:00,11,8.3271,2.5649,2.7507
372,2025-03-16 12:00:00,12,8.0084,2.2917,3.3278
373,2025-03-16 13:00:00,13,7.7168,2.1368,3.2726
374,2025-03-16 14:00:00,14,7.6874,2.2038,3.168
375,2025-03-16 15:00:00,15,7.6213,2.5063,2.2693
376,2025-03-16 16:00:00,16,7.6709,2.7686,1.5878
377,2025-03-16 17:00:00,17,8.2094,3.0704,0.7557
378,2025-03-16 18:00:00,18,8.4861,3.5688,0.0996
379,2025-03-16 19:00:00,19,9.0785,3.8096,0.0
380,2025-03-16 20:00:00,20,9.2387,4.1623,0.0
381,2025-03-16 21:00:00,21,9.7077,4.4829,0.0
382,2025-03-16 22:00:00,22,9.4709,4.0254,0.0
383,2025-03-16 23:00:00,23,9.3325,4.071,0.0
384,2025-03-17 00:00:00,0,9.2194,3.4074,0.0
385,2025-03-17 01:00:00,1,9.0066,3.7635,0.0
386,2025-03-17 02:00:00,2,9.0524,3.7452,0.0
387,2025-03-17 03:00:00,3,9.2978,3.8182,0.0
388,2025-03-17 04:00:00,4,9.6758,4.0305,0.0
389,2025-03-17 05:00:00,5,9.4482,3.5732,0.0
390,2025-03-17 06:00:00,6,9.8452,3.8088,0.0
391,2025-03-17 07:00:00,7,9.4572,3.3451,0.0
392,2025-03-17 08:00:00,8,9.8749,3.2746,0.6975
393,2025-03-17 09:00:00,9,9.9868,3.414,2.2928
394,2025-03-17 10:00:00,10,9.4892,2.9828,3.8743
395,2025-03-17 11:00:00,11,9.3894,3.0401,5.1371
396,2025-03-17 12:00:00,12,9.1513,2.8378,5.2925
397,2025-03-17 13:00:00,13,8.7182,2.6985,5.956
398,2025-03-17 14:00:00,14,8.729,2.766,5.119
399,2025-03-17 15:00:00,15,8.7217,2.9048,4.2359
400,2025-03-17 16:00:00,16,8.8998,3.2682,2.7188
401,2025-03-17 17:00:00,17,9.4864,3.6163,1.1636
402,2025-03-17 18:00:00,18,9.4536,3.9565,0.1891
403,2025-03-17 19:00:00,19,9.9651,4.3893,0.0
404,2025-03-17 20:00:00,20,10.6058,4.8981,0.0
405,2025-03-17 21:00:00,21,10.959,5.0961,0.0
406,2025-03-17 22:00:00,22,10.9627,4.9194,0.0
407,2025-03-17 23:00:00,23,10.7464,4.7586,0.0
408,2025-03-18 00:00:00,0,8.9047,3.0585,0.0
409,2025-03-18 01:00:00,1,8.8221,2.7738,0.0
410,2025-03-18 02:00:00,2,9.1133,3.1199,0.0
411,2025-03-18 03:00:00,3,9.2261,3.0628,0.0
412,2025-03-18 04:00:00,4,9.2908,2.963,0.0
413,2025-03-18 05:00:00,5,9.3537,3.0521,0.0
414,2025-03-18 06:00:00,6,9.5443,2.6473,0.0
415,2025-03-18 07:00:00,7,9.7254,2.7816,0.0
416,2025-03-18 08:00:00,8,9.4349,2.7705,0.8309
417,2025-03-18 09:00:00,9,9.4018,2.3072,2.3996
418,2025-03-18 10:00:00,10,9.305,2.2296,3.7553
419,2025-03-18 11:00:00,11,9.3545,2.0224,5.3242
420,2025-03-18 12:00:00,12,8.8471,1.889,5.9705
421,2025-03-18 13:00:00,13,8.4749,2.0728,6.4896
422,2025-03-18 14:00:00,14,8.7514,1.7012,6.0631
423,2025-03-18 15:00:00,15,8.6587,1.9259,4.3371
424,2025-03-18 16:00:00,16,8.788,2.838,2.947
425,2025-03-18 17:00:00,17,9.182,3.1069,1.423
426,2025-03-18 18:00:00,18,9.4958,3.389,0.189
427,2025-03-18 19:00:00,19,10.0665,3.9932,0.0
428,2025-03-18 20:00:00,20,10.3646,4.3032,0.0
429,2025-03-18 21:00:00,21,10.9975,4.1243,0.0
430,2025-03-18 22:00:00,22,11.2403,4.3714,0.0
431,2025-03-18 23:00:00,23,10.4773,3.935,0.0
432,2025-03-19 00:00:00,0,8.9936,2.6254,0.0
433,2025-03-19 01:00:00,1,9.1963,3.0893,0.0
434,2025-03-19 02:00:00,2,9.3546,2.9842,0.0
435,2025-03-19 03:00:00,3,9.4043,3.054,0.0
436,2025-03-19 04:00:00,4,9.767,2.875,0.0
437,2025-03-19 05:00:00,5,10.0878,2.7654,0.0
438,2025-03-19 06:00:00,6,9.795,2.6353,0.0
439,2025-03-19 07:00:00,7,10.0811,2.365,0.0
440,2025-03-19 08:00:00,8,9.9675,2.7202,1.1137
441,2025-03-19 09:00:00,9,10.1155,2.2364,3.2266
442,2025-03-19 10:00:00,10,9.973,1.7094,5.794
443,2025-03-19 11:00:00,11,9.5853,1.5815,7.3469
444,2025-03-19 12:00:00,12,9.2073,1.8583,8.3493
445,2025-03-19 13:00:00,13,8.9504,1.6469,9.6666
446,2025-03-19 14:00:00,14,8.9571,1.7445,9.2792
