timestamp,day,hour,price_TL_per_MWh
2025-03-04 19:00:00,2025-03-04,19,3073.96
2025-03-04 20:00:00,2025-03-04,20,2799.53
2025-03-04 21:00:00,2025-03-04,21,2620.99
2025-03-04 22:00:00,2025-03-04,22,2720.56
2025-03-04 23:00:00,2025-03-04,23,2248.29
2025-03-05 00:00:00,2025-03-05,0,1553.36
2025-03-05 01:00:00,2025-03-05,1,1671.56
2025-03-05 02:00:00,2025-03-05,2,1856.99
2025-03-05 03:00:00,2025-03-05,3,1500.01
2025-03-05 04:00:00,2025-03-05,4,1844.77
2025-03-05 05:00:00,2025-03-05,5,1554.69
2025-03-05 06:00:00,2025-03-05,6,1902.16
2025-03-05 07:00:00,2025-03-05,7,1772.5
2025-03-05 08:00:00,2025-03-05,8,1874.28
2025-03-05 09:00:00,2025-03-05,9,1797.7
2025-03-05 10:00:00,2025-03-05,10,2024.4
2025-03-05 11:00:00,2025-03-05,11,2088.47
2025-03-05 12:00:00,2025-03-05,12,1980.66
2025-03-05 13:00:00,2025-03-05,13,2235.86
2025-03-05 14:00:00,2025-03-05,14,2374.47
2025-03-05 15:00:00,2025-03-05,15,2655.33
2025-03-05 16:00:00,2025-03-05,16,2718.3
2025-03-05 17:00:00,2025-03-05,17,2952.41
2025-03-05 18:00:00,2025-03-05,18,3048.26
2025-03-05 19:00:00,2025-03-05,19,2487.02
2025-03-05 20:00:00,2025-03-05,20,2821.01
2025-03-05 21:00:00,2025-03-05,21,2511.09
2025-03-05 22:00:00,2025-03-05,22,2633.68
2025-03-05 23:00:00,2025-03-05,23,2461.4
2025-03-06 00:00:00,2025-03-06,0,1846.58
2025-03-06 01:00:00,2025-03-06,1,1831.1
2025-03-06 02:00:00,2025-03-06,2,1827.17
2025-03-06 03:00:00,2025-03-06,3,2524.02
2025-03-06 04:00:00,2025-03-06,4,2034.22
2025-03-06 05:00:00,2025-03-06,5,1587.79
2025-03-06 06:00:00,2025-03-06,6,1948.96
2025-03-06 07:00:00,2025-03-06,7,1753.91
2025-03-06 08:00:00,2025-03-06,8,1903.02
2025-03-06 09:00:00,2025-03-06,9,1931.67
2025-03-06 10:00:00,2025-03-06,10,2040.34
2025-03-06 11:00:00,2025-03-06,11,2298.72
2025-03-06 12:00:00,2025-03-06,12,2042.75
2025-03-06 13:00:00,2025-03-06,13,2463.39
2025-03-06 14:00:00,2025-03-06,14,2303.5
2025-03-06 15:00:00,2025-03-06,15,2491.04
2025-03-06 16:00:00,2025-03-06,16,2521.4
2025-03-06 17:00:00,2025-03-06,17,2976.19
2025-03-06 18:00:00,2025-03-06,18,3147.8
2025-03-06 19:00:00,2025-03-06,19,3036.23
2025-03-06 20:00:00,2025-03-06,20,2334.53
2025-03-06 21:00:00,2025-03-06,21,2638.73
2025-03-06 22:00:00,2025-03-06,22,2592.58
2025-03-06 23:00:00,2025-03-06,23,2237.19
2025-03-07 00:00:00,2025-03-07,0,1846.28
2025-03-07 01:00:00,2025-03-07,1,1438.1
2025-03-07 02:00:00,2025-03-07,2,1697.76
2025-03-07 03:00:00,2025-03-07,3,1499.66
2025-03-07 04:00:00,2025-03-07,4,1641.0
2025-03-07 05:00:00,2025-03-07,5,1577.28
2025-03-07 06:00:00,2025-03-07,6,1545.45
2025-03-07 07:00:00,2025-03-07,7,1973.08
2025-03-07 08:00:00,2025-03-07,8,2001.32
2025-03-07 09:00:00,2025-03-07,9,1623.32
2025-03-07 10:00:00,2025-03-07,10,1907.45
2025-03-07 11:00:00,2025-03-07,11,2064.5
2025-03-07 12:00:00,2025-03-07,12,2184.23
2025-03-07 13:00:00,2025-03-07,13,1929.22
2025-03-07 14:00:00,2025-03-07,14,2188.8
2025-03-07 15:00:00,2025-03-07,15,2498.82
2025-03-07 16:00:00,2025-03-07,16,2979.53
2025-03-07 17:00:00,2025-03-07,17,2895.43
2025-03-07 18:00:00,2025-03-07,18,2722.57
2025-03-07 19:00:00,2025-03-07,19,3116.51
2025-03-07 20:00:00,2025-03-07,20,3158.37
2025-03-07 21:00:00,2025-03-07,21,2509.06
2025-03-07 22:00:00,2025-03-07,22,2617.06
2025-03-07 23:00:00,2025-03-07,23,2113.17
2025-03-08 00:00:00,2025-03-08,0,3232.89
2025-03-08 01:00:00,2025-03-08,1,1816.99
2025-03-08 02:00:00,2025-03-08,2,1436.54
2025-03-08 03:00:00,2025-03-08,3,1655.06
2025-03-08 04:00:00,2025-03-08,4,1317.76
2025-03-08 05:00:00,2025-03-08,5,1383.94
2025-03-08 06:00:00,2025-03-08,6,1728.88
2025-03-08 07:00:00,2025-03-08,7,1836.98
2025-03-08 08:00:00,2025-03-08,8,1389.91
2025-03-08 09:00:00,2025-03-08,9,1772.15
2025-03-08 10:00:00,2025-03-08,10,1912.62
2025-03-08 11:00:00,2025-03-08,11,1863.08
2025-03-08 12:00:00,2025-03-08,12,1860.73
2025-03-08 13:00:00,2025-03-08,13,1958.75
2025-03-08 14:00:00,2025-03-08,14,2180.44
2025-03-08 15:00:00,2025-03-08,15,2037.2
2025-03-08 16:00:00,2025-03-08,16,2187.84
2025-03-08 17:00:00,2025-03-08,17,2598.46
2025-03-08 18:00:00,2025-03-08,18,2741.5
2025-03-08 19:00:00,2025-03-08,19,2767.86
2025-03-08 20:00:00,2025-03-08,20,2941.1
2025-03-08 21:00:00,2025-03-08,21,2975.48
2025-03-08 22:00:00,2025-03-08,22,1770.97
2025-03-08 23:00:00,2025-03-08,23,2283.47
2025-03-09 00:00:00,2025-03-09,0,1733.06
2025-03-09 01:00:00,2025-03-09,1,1854.55
2025-03-09 02:00:00,2025-03-09,2,1627.62
2025-03-09 03:00:00,2025-03-09,3,1485.84
2025-03-09 04:00:00,2025-03-09,4,1418.9
2025-03-09 05:00:00,2025-03-09,5,1523.45
2025-03-09 06:00:00,2025-03-09,6,1567.19
2025-03-09 07:00:00,2025-03-09,7,1634.39
2025-03-09 08:00:00,2025-03-09,8,1798.74
2025-03-09 09:00:00,2025-03-09,9,1593.2
2025-03-09 10:00:00,2025-03-09,10,1898.68
2025-03-09 11:00:00,2025-03-09,11,1943.74
2025-03-09 12:00:00,2025-03-09,12,1752.41
2025-03-09 13:00:00,2025-03-09,13,1999.69
2025-03-09 14:00:00,2025-03-09,14,2248.24
2025-03-09 15:00:00,2025-03-09,15,2153.54
2025-03-09 16:00:00,2025-03-09,16,2467.12
2025-03-09 17:00:00,2025-03-09,17,2693.94
2025-03-09 18:00:00,2025-03-09,18,2666.75
2025-03-09 19:00:00,2025-03-09,19,3268.06
2025-03-09 20:00:00,2025-03-09,20,2704.08
2025-03-09 21:00:00,2025-03-09,21,2756.37
2025-03-09 22:00:00,2025-03-09,22,2502.0
2025-03-09 23:00:00,2025-03-09,23,2196.35
2025-03-10 00:00:00,2025-03-10,0,1823.95
2025-03-10 01:00:00,2025-03-10,1,1744.16
2025-03-10 02:00:00,2025-03-10,2,1749.25
2025-03-10 03:00:00,2025-03-10,3,1523.44
2025-03-10 04:00:00,2025-03-10,4,1392.1
2025-03-10 05:00:00,2025-03-10,5,1495.43
2025-03-10 06:00:00,2025-03-10,6,1669.38
2025-03-10 07:00:00,2025-03-10,7,1831.57
2025-03-10 08:00:00,2025-03-10,8,1978.86
2025-03-10 09:00:00,2025-03-10,9,1889.9
2025-03-10 10:00:00,2025-03-10,10,1683.67
2025-03-10 11:00:00,2025-03-10,11,2235.16
2025-03-10 12:00:00,2025-03-10,12,2462.45
2025-03-10 13:00:00,2025-03-10,13,2056.83
2025-03-10 14:00:00,2025-03-10,14,2452.9
2025-03-10 15:00:00,2025-03-10,15,2502.34
2025-03-10 16:00:00,2025-03-10,16,2517.65
2025-03-10 17:00:00,2025-03-10,17,2451.44
2025-03-10 18:00:00,2025-03-10,18,2776.87
2025-03-10 19:00:00,2025-03-10,19,3179.95
2025-03-10 20:00:00,2025-03-10,20,3020.61
2025-03-10 21:00:00,2025-03-10,21,2751.76
2025-03-10 22:00:00,2025-03-10,22,2295.13
2025-03-10 23:00:00,2025-03-10,23,2271.25
2025-03-11 00:00:00,2025-03-11,0,1645.87
2025-03-11 01:00:00,2025-03-11,1,1758.48
2025-03-11 02:00:00,2025-03-11,2,1651.92
2025-03-11 03:00:00,2025-03-11,3,1728.04
2025-03-11 04:00:00,2025-03-11,4,1622.91
2025-03-11 05:00:00,2025-03-11,5,1357.88
2025-03-11 06:00:00,2025-03-11,6,1514.64
2025-03-11 07:00:00,2025-03-11,7,1795.5
2025-03-11 08:00:00,2025-03-11,8,2144.36
2025-03-11 09:00:00,2025-03-11,9,2006.44
2025-03-11 10:00:00,2025-03-11,10,2137.71
2025-03-11 11:00:00,2025-03-11,11,2337.26
2025-03-11 12:00:00,2025-03-11,12,2027.25
2025-03-11 13:00:00,2025-03-11,13,2293.27
2025-03-11 14:00:00,2025-03-11,14,2226.42
2025-03-11 15:00:00,2025-03-11,15,2360.55
2025-03-11 16:00:00,2025-03-11,16,2687.79
2025-03-11 17:00:00,2025-03-11,17,2889.16
2025-03-11 18:00:00,2025-03-11,18,2876.17
2025-03-11 19:00:00,2025-03-11,19,2806.8
2025-03-11 20:00:00,2025-03-11,20,2857.1
2025-03-11 21:00:00,2025-03-11,21,2601.83
2025-03-11 22:00:00,2025-03-11,22,2639.18
2025-03-11 23:00:00,2025-03-11,23,1953.8
2025-03-12 00:00:00,2025-03-12,0,1502.14
2025-03-12 01:00:00,2025-03-12,1,1614.72
2025-03-12 02:00:00,2025-03-12,2,1462.49
2025-03-12 03:00:00,2025-03-12,3,1952.71
2025-03-12 04:00:00,2025-03-12,4,1675.42
2025-03-12 05:00:00,2025-03-12,5,1539.67
2025-03-12 06:00:00,2025-03-12,6,1452.0
2025-03-12 07:00:00,2025-03-12,7,2041.52
2025-03-12 08:00:00,2025-03-12,8,1793.29
2025-03-12 09:00:00,2025-03-12,9,1888.3
2025-03-12 10:00:00,2025-03-12,10,2139.99
2025-03-12 11:00:00,2025-03-12,11,1640.53
2025-03-12 12:00:00,2025-03-12,12,2048.33
2025-03-12 13:00:00,2025-03-12,13,2380.38
2025-03-12 14:00:00,2025-03-12,14,2371.6
2025-03-12 15:00:00,2025-03-12,15,2324.71
2025-03-12 16:00:00,2025-03-12,16,2680.96
2025-03-12 17:00:00,2025-03-12,17,2845.27
2025-03-12 18:00:00,2025-03-12,18,2977.02
2025-03-12 19:00:00,2025-03-12,19,2742.49
2025-03-12 20:00:00,2025-03-12,20,2589.55
2025-03-12 21:00:00,2025-03-12,21,2975.73
2025-03-12 22:00:00,2025-03-12,22,3055.01
2025-03-12 23:00:00,2025-03-12,23,2197.45
2025-03-13 00:00:00,2025-03-13,0,1755.22
2025-03-13 01:00:00,2025-03-13,1,1566.55
2025-03-13 02:00:00,2025-03-13,2,1708.85
2025-03-13 03:00:00,2025-03-13,3,1673.59
2025-03-13 04:00:00,2025-03-13,4,1295.21
2025-03-13 05:00:00,2025-03-13,5,1737.09
2025-03-13 06:00:00,2025-03-13,6,1881.56
2025-03-13 07:00:00,2025-03-13,7,1479.69
2025-03-13 08:00:00,2025-03-13,8,1964.29
2025-03-13 09:00:00,2025-03-13,9,1894.72
2025-03-13 10:00:00,2025-03-13,10,1853.57
2025-03-13 11:00:00,2025-03-13,11,2041.27
2025-03-13 12:00:00,2025-03-13,12,1743.59
2025-03-13 13:00:00,2025-03-13,13,2425.58
2025-03-13 14:00:00,2025-03-13,14,1998.39
2025-03-13 15:00:00,2025-03-13,15,1999.95
2025-03-13 16:00:00,2025-03-13,16,2238.6
2025-03-13 17:00:00,2025-03-13,17,2553.34
2025-03-13 18:00:00,2025-03-13,18,3149.69
2025-03-13 19:00:00,2025-03-13,19,3347.23
2025-03-13 20:00:00,2025-03-13,20,2987.36
2025-03-13 21:00:00,2025-03-13,21,2591.15
2025-03-13 22:00:00,2025-03-13,22,2746.71
2025-03-13 23:00:00,2025-03-13,23,2513.53
2025-03-14 00:00:00,2025-03-14,0,1930.38
2025-03-14 01:00:00,2025-03-14,1,1304.97
2025-03-14 02:00:00,2025-03-14,2,2111.62
2025-03-14 03:00:00,2025-03-14,3,1569.55
2025-03-14 04:00:00,2025-03-14,4,1440.11
2025-03-14 05:00:00,2025-03-14,5,1536.35
2025-03-14 06:00:00,2025-03-14,6,1695.51
2025-03-14 07:00:00,2025-03-14,7,1651.04
2025-03-14 08:00:00,2025-03-14,8,1797.66
2025-03-14 09:00:00,2025-03-14,9,1919.62
2025-03-14 10:00:00,2025-03-14,10,1728.82
2025-03-14 11:00:00,2025-03-14,11,2207.61
2025-03-14 12:00:00,2025-03-14,12,1783.62
2025-03-14 13:00:00,2025-03-14,13,2277.18
2025-03-14 14:00:00,2025-03-14,14,2229.07
2025-03-14 15:00:00,2025-03-14,15,2251.07
2025-03-14 16:00:00,2025-03-14,16,2307.15
2025-03-14 17:00:00,2025-03-14,17,2753.05
2025-03-14 18:00:00,2025-03-14,18,2944.32
2025-03-14 19:00:00,2025-03-14,19,2601.41
2025-03-14 20:00:00,2025-03-14,20,3027.82
2025-03-14 21:00:00,2025-03-14,21,3012.41
2025-03-14 22:00:00,2025-03-14,22,3110.02
2025-03-14 23:00:00,2025-03-14,23,1969.47
2025-03-15 00:00:00,2025-03-15,0,1623.8
2025-03-15 01:00:00,2025-03-15,1,1694.65
2025-03-15 02:00:00,2025-03-15,2,1539.56
2025-03-15 03:00:00,2025-03-15,3,1240.23
2025-03-15 04:00:00,2025-03-15,4,1440.42
2025-03-15 05:00:00,2025-03-15,5,1525.35
2025-03-15 06:00:00,2025-03-15,6,1491.47
2025-03-15 07:00:00,2025-03-15,7,1633.84
2025-03-15 08:00:00,2025-03-15,8,1972.24
2025-03-15 09:00:00,2025-03-15,9,1408.73
2025-03-15 10:00:00,2025-03-15,10,1874.6
2025-03-15 11:00:00,2025-03-15,11,1891.41
2025-03-15 12:00:00,2025-03-15,12,2236.26
2025-03-15 13:00:00,2025-03-15,13,1905.69
2025-03-15 14:00:00,2025-03-15,14,2399.56
2025-03-15 15:00:00,2025-03-15,15,2627.14
2025-03-15 16:00:00,2025-03-15,16,2737.33
2025-03-15 17:00:00,2025-03-15,17,2470.06
2025-03-15 18:00:00,2025-03-15,18,2940.42
2025-03-15 19:00:00,2025-03-15,19,2834.28
2025-03-15 20:00:00,2025-03-15,20,3065.41
2025-03-15 21:00:00,2025-03-15,21,2551.91
2025-03-15 22:00:00,2025-03-15,22,2591.32
2025-03-15 23:00:00,2025-03-15,23,2284.74
2025-03-16 00:00:00,2025-03-16,0,1731.42
2025-03-16 01:00:00,2025-03-16,1,1917.69
2025-03-16 02:00:00,2025-03-16,2,1641.58
2025-03-16 03:00:00,2025-03-16,3,1533.63
2025-03-16 04:00:00,2025-03-16,4,1696.39
2025-03-16 05:00:00,2025-03-16,5,1670.01
2025-03-16 06:00:00,2025-03-16,6,1958.15
2025-03-16 07:00:00,2025-03-16,7,1778.6
2025-03-16 08:00:00,2025-03-16,8,1700.05
2025-03-16 09:00:00,2025-03-16,9,1737.14
2025-03-16 10:00:00,2025-03-16,10,1907.14
2025-03-16 11:00:00,2025-03-16,11,2047.74
2025-03-16 12:00:00,2025-03-16,12,1979.55
2025-03-16 13:00:00,2025-03-16,13,1943.89
2025-03-16 14:00:00,2025-03-16,14,1748.33
2025-03-16 15:00:00,2025-03-16,15,1881.35
2025-03-16 16:00:00,2025-03-16,16,2477.44
2025-03-16 17:00:00,2025-03-16,17,2815.48
2025-03-16 18:00:00,2025-03-16,18,2699.08
2025-03-16 19:00:00,2025-03-16,19,2512.45
2025-03-16 20:00:00,2025-03-16,20,2931.72
2025-03-16 21:00:00,2025-03-16,21,2543.07
2025-03-16 22:00:00,2025-03-16,22,1899.03
2025-03-16 23:00:00,2025-03-16,23,1867.19
2025-03-17 00:00:00,2025-03-17,0,1721.88
2025-03-17 01:00:00,2025-03-17,1,1873.44
2025-03-17 02:00:00,2025-03-17,2,1397.83
2025-03-17 03:00:00,2025-03-17,3,1331.67
2025-03-17 04:00:00,2025-03-17,4,1714.88
2025-03-17 05:00:00,2025-03-17,5,1658.17
2025-03-17 06:00:00,2025-03-17,6,1681.31
2025-03-17 07:00:00,2025-03-17,7,1686.16
2025-03-17 08:00:00,2025-03-17,8,1975.78
2025-03-17 09:00:00,2025-03-17,9,1598.44
2025-03-17 10:00:00,2025-03-17,10,2195.17
2025-03-17 11:00:00,2025-03-17,11,2068.01
2025-03-17 12:00:00,2025-03-17,12,1956.1
2025-03-17 13:00:00,2025-03-17,13,1944.5
2025-03-17 14:00:00,2025-03-17,14,2011.96
2025-03-17 15:00:00,2025-03-17,15,2199.99
2025-03-17 16:00:00,2025-03-17,16,3618.8
2025-03-17 17:00:00,2025-03-17,17,2811.61
2025-03-17 18:00:00,2025-03-17,18,2670.13
2025-03-17 19:00:00,2025-03-17,19,3193.14
2025-03-17 20:00:00,2025-03-17,20,2597.19
2025-03-17 21:00:00,2025-03-17,21,2714.4
2025-03-17 22:00:00,2025-03-17,22,2813.76
2025-03-17 23:00:00,2025-03-17,23,2163.17
2025-03-18 00:00:00,2025-03-18,0,2015.85
2025-03-18 01:00:00,2025-03-18,1,1842.54
2025-03-18 02:00:00,2025-03-18,2,1910.76
2025-03-18 03:00:00,2025-03-18,3,1604.54
2025-03-18 04:00:00,2025-03-18,4,1825.96
2025-03-18 05:00:00,2025-03-18,5,1593.42
2025-03-18 06:00:00,2025-03-18,6,1652.0
2025-03-18 07:00:00,2025-03-18,7,1776.31
2025-03-18 08:00:00,2025-03-18,8,1792.45
2025-03-18 09:00:00,2025-03-18,9,1714.71
2025-03-18 10:00:00,2025-03-18,10,2080.58
2025-03-18 11:00:00,2025-03-18,11,2274.63
2025-03-18 12:00:00,2025-03-18,12,2075.7
2025-03-18 13:00:00,2025-03-18,13,2297.28
2025-03-18 14:00:00,2025-03-18,14,2104.34
2025-03-18 15:00:00,2025-03-18,15,2238.78
2025-03-18 16:00:00,2025-03-18,16,2341.79
2025-03-18 17:00:00,2025-03-18,17,2204.87
2025-03-18 18:00:00,2025-03-18,18,2723.22
2025-03-18 19:00:00,2025-03-18,19,2567.69
2025-03-18 20:00:00,2025-03-18,20,2969.75
2025-03-18 21:00:00,2025-03-18,21,3327.08
2025-03-18 22:00:00,2025-03-18,22,2960.54
2025-03-18 23:00:00,2025-03-18,23,2301.66
2025-03-19 00:00:00,2025-03-19,0,1868.97
2025-03-19 01:00:00,2025-03-19,1,1606.43
2025-03-19 02:00:00,2025-03-19,2,1445.81
2025-03-19 03:00:00,2025-03-19,3,1507.36
2025-03-19 04:00:00,2025-03-19,4,1609.14
2025-03-19 05:00:00,2025-03-19,5,1503.52
2025-03-19 06:00:00,2025-03-19,6,1550.48
2025-03-19 07:00:00,2025-03-19,7,1871.11
2025-03-19 08:00:00,2025-03-19,8,1553.54
2025-03-19 09:00:00,2025-03-19,9,1827.88
2025-03-19 10:00:00,2025-03-19,10,1882.05
2025-03-19 11:00:00,2025-03-19,11,1962.43
2025-03-19 12:00:00,2025-03-19,12,1912.89
2025-03-19 13:00:00,2025-03-19,13,2054.7
2025-03-19 14:00:00,2025-03-19,14,2295.19
2025-03-19 15:00:00,2025-03-19,15,2690.77
2025-03-19 16:00:00,2025-03-19,16,2921.22
2025-03-19 17:00:00,2025-03-19,17,2683.73
2025-03-19 18:00:00,2025-03-19,18,2632.38
2025-03-19 19:00:00,2025-03-19,19,2925.08
2025-03-19 20:00:00,2025-03-19,20,2873.44
2025-03-19 21:00:00,2025-03-19,21,2640.14
2025-03-19 22:00:00,2025-03-19,22,2359.6
2025-03-19 23:00:00,2025-03-19,23,2294.09
2025-03-20 00:00:00,2025-03-20,0,1846.54
2025-03-20 01:00:00,2025-03-20,1,1807.11
2025-03-20 02:00:00,2025-03-20,2,2019.02
2025-03-20 03:00:00,2025-03-20,3,1617.44
2025-03-20 04:00:00,2025-03-20,4,1844.01
2025-03-20 05:00:00,2025-03-20,5,1910.48
2025-03-20 06:00:00,2025-03-20,6,1487.2
2025-03-20 07:00:00,2025-03-20,7,1998.5
2025-03-20 08:00:00,2025-03-20,8,2129.87
2025-03-20 09:00:00,2025-03-20,9,2068.08
2025-03-20 10:00:00,2025-03-20,10,1790.87
2025-03-20 11:00:00,2025-03-20,11,1876.26
2025-03-20 12:00:00,2025-03-20,12,2326.76
2025-03-20 13:00:00,2025-03-20,13,1926.4
2025-03-20 14:00:00,2025-03-20,14,2450.78
2025-03-20 15:00:00,2025-03-20,15,2512.95
2025-03-20 16:00:00,2025-03-20,16,2764.86
2025-03-20 17:00:00,2025-03-20,17,2761.57
2025-03-20 18:00:00,2025-03-20,18,2714.81
2025-03-20 19:00:00,2025-03-20,19,2781.57
2025-03-20 20:00:00,2025-03-20,20,2543.12
2025-03-20 21:00:00,2025-03-20,21,2522.77
2025-03-20 22:00:00,2025-03-20,22,2764.65
2025-03-20 23:00:00,2025-03-20,23,2143.04
2025-03-21 00:00:00,2025-03-21,0,1351.03
2025-03-21 01:00:00,2025-03-21,1,1897.09
2025-03-21 02:00:00,2025-03-21,2,1634.02
2025-03-21 03:00:00,2025-03-21,3,1441.33
2025-03-21 04:00:00,2025-03-21,4,1915.83
2025-03-21 05:00:00,2025-03-21,5,1867.26
2025-03-21 06:00:00,2025-03-21,6,1716.33
2025-03-21 07:00:00,2025-03-21,7,1607.04
2025-03-21 08:00:00,2025-03-21,8,1880.22
2025-03-21 09:00:00,2025-03-21,9,1849.84
2025-03-21 10:00:00,2025-03-21,10,1959.9
2025-03-21 11:00:00,2025-03-21,11,2219.28
2025-03-21 12:00:00,2025-03-21,12,2513.95
2025-03-21 13:00:00,2025-03-21,13,2403.97
2025-03-21 14:00:00,2025-03-21,14,1972.7
2025-03-21 15:00:00,2025-03-21,15,2184.78
2025-03-21 16:00:00,2025-03-21,16,2489.3
2025-03-21 17:00:00,2025-03-21,17,3049.98
2025-03-21 18:00:00,2025-03-21,18,2589.63
2025-03-21 19:00:00,2025-03-21,19,2723.23
2025-03-21 20:00:00,2025-03-21,20,3178.87
2025-03-21 21:00:00,2025-03-21,21,2774.29
2025-03-21 22:00:00,2025-03-21,22,2674.1
2025-03-21 23:00:00,2025-03-21,23,2091.93
2025-03-22 00:00:00,2025-03-22,0,1696.4
2025-03-22 01:00:00,2025-03-22,1,1688.33
2025-03-22 02:00:00,2025-03-22,2,1723.11
2025-03-22 03:00:00,2025-03-22,3,1514.92
2025-03-22 04:00:00,2025-03-22,4,1383.51
2025-03-22 05:00:00,2025-03-22,5,1345.06
2025-03-22 06:00:00,2025-03-22,6,1656.13
2025-03-22 07:00:00,2025-03-22,7,1567.87
2025-03-22 08:00:00,2025-03-22,8,1836.81
2025-03-22 09:00:00,2025-03-22,9,1768.59
2025-03-22 10:00:00,2025-03-22,10,2098.89
2025-03-22 11:00:00,2025-03-22,11,1866.79
